"Timestamp","","Gender","How spiritual do you consider yourself to be?","Age","Participant ID","On a scale from 1 to 9, where 1 means “Low Arousal” and 9 means “High Arousal”, please indicate how much you feel after watching the video. (By Arousal, we mean how much the video affected you)","On a scale from 1 to 9, where 1 means “Unpleasant” and 9 means “Pleasant”, please indicate how much you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t feel moved at all” and 9 means “Felt moved very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t feel uplifted at all” and 9 means “Felt uplifted very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t feel optimistic about humanity at all” and 9 means “Felt optimistic about humanity very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t feel a warm feeling in the chest at all” and 9 means “Felt a warm feeling in the chest very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t want to help others at all” and 9 means “Want to help others very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t want to become a better person at all” and 9 means “Want to become a better person very strongly”, please indicate how you feel after watching the video.","On a scale from 1 to 9, where 1 means “Didn’t feel happy at all” and 9 means “Felt happy very strongly”, please indicate how you feel after watching the video.","Give a short summary of the video in not more than 50 words.","Have you watched this video before?","Are you able to relate this video to the current affairs going on in the world?","Your friend has an assignment deadline in an hour which he is rushing to complete but has ordered food which came earlier than expected. How likely are you to pick it up for him?","Oral attendance through roll call is being taken. Your friend slept in again and is late. The professor is strict and will not allow him to give his attendance as he is late. The prof will also get angry if they catch you giving a proxy. Would you be willing to take the risk for your friend and give proxy attendance?","Early morning at a long metro ticket line, you see around a dozen people ahead with a senior citizen at the front. He is unable to understand the cashier and pay for his ticket and is clearly in distress. How likely are you to help him with the very high possibility of losing your position in the line that you have got after standing for more than 20 minutes?","You had a very long day and you just submitted a heavy and hectic assignment. You almost fall asleep. But your roommate calls out for some food if possible as he is really sick and cannot handle the hunger pang. But you both have run out of snacks in your room, it's 3 AM so almost everyone is asleep and all canteens on campus are closed. Food delivery apps are offline too now. Though there are some biscuits, something filling to eat is better. How likely are you to get out of your bed and get something from DLF(outside campus, approx 40 minutes to and fro) rather than letting him have those biscuits?","There is an important deadline tonight but some urgent personal issue came up for your friend and he is unable to complete his assignment. You have completed your assignment, but have ongoing projects that you do have to look at. Do you think you would put your current projects on hold to help him out with his assignment?","You are really good in your favorite thing to do. A stranger comes up to you and asks you to help him get started in that same thing as he is interested in it. How likely are you to teach him the basics for probably a couple of days?","End sems are over! To loosen out and enjoy, you decide to have pizza and catch up on your favorite series. When you go to collect it, the delivery guy is visibly anxious as he has to deliver almost 40 pizzas at once, and would definitely love it if you could help distribute them, as then he could quickly go for other pending deliveries. But doing so would take around 20 minutes, leading to your pizza going cold, and also you will have to take up the responsibility of the proper distribution, failing which you may have to face the wrath of hungry students. Do you think it is worth it to hold off on the pizza and help the delivery man?","Your friend is currently stuck at the airport and missed his flight. He requested you to send him money so he could book another flight, as he is currently unable to get it from his parents. You are reluctant to transfer money, as it is a significant amount and are unsure if he will return it soon. Also your parents won't be happy with this transfer and would get a scolding. Keeping all this mind, how likely are you to transfer the amount?","You notice a dog lying on the roadside, supposedly too weak to cry for help at this point. A putrid odor around it, you are unsure about how safe it is to approach it. You notice everyone else ignoring it. Do you think you would take the health risk and take the dog to a vet?","You’re the captain of the college cricket team. Your team has almost qualified for the playoffs with a last deciding match to play. Your passionate friend who has been training rigorously is visibly distressed on not getting a chance to play and requests you to give him some play time. However, you cannot lose the next match and picking him would mean not putting out your best team. How likely are you to take the risk by playing him?","A friend has fallen severely ill and requests you to take him to the hospital, which will engage you the whole day. The main issue is you have a heavy end sem tomorrow which is almost half your course grade. How likely are you to accompany him to the hospital, keeping in mind the option of letting him go alone to the hospital which is bad as he is visibly scared and needs company.","You are preparing for tomorrow’s end sem and rushing to complete topics and papers. Your friend requests you to fill up a 25 minute survey that is necessary for his course project. How likely are you to fill it?","You are hurriedly going to the final exam hall from the mess, and remember that your friend must still be asleep. How likely are you to return back to the hostel to wake him up, with the chance of losing crucial exam minutes?","You have an end sem tomorrow and you have quite a bit left to study. Your friend who lives 20 minutes away calls you up and tells you he is having a nervous breakdown and needs you to be with him. Do you think it is likely that you would give up on your exam prep to go help your friend?","You are at the railway station and see a child trip and fall on the rail tracks. You can see the train approach in the far off and will be here in 10 seconds. How likely are you to pick him up by risking your life?","If possible, I would return lost money to the rightful owner.","I would avoid aiding someone in a medical emergency if I could.","Helping friends and family is one of the great joys in life.","I try to offer my help with any activities my community or school groups are carrying out.","Volunteering to help someone is very rewarding.","I rarely contribute money to a worthy cause.","Doing volunteer work makes me feel happy.","Unless they are part of my family, helping the elderly isn’t my responsibility.","Children should be taught about the importance of helping others.","I dislike giving directions to strangers who are lost.","I plan to donate my organs when I die with the hope that they will help someone else live.","Helping others is usually a waste of time.","I feel at peace with myself when I have helped others.","I feel proud when I know that my generosity has benefited a needy person.","Helping people does more harm than good because they come to rely on others and not themselves.","Giving aid to the poor is the right thing to do.","Been able to concentrate on what you’re doing?","Lost much sleep over worry?","Felt you were playing a useful part in things?","Felt capable of making decisions about things?","Felt constantly under strain?","Felt you couldn’t overcome your difficulties?","Been able to enjoy your normal day-to-day activities?","Been able to face up to your problems?","Been feeling unhappy and depressed?","Been losing confidence in yourself?","Been thinking of yourself as a worthless person?","Been feeling reasonably happy, all things considered"
"2020/11/12 11:31:06 PM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Somewhat","","2033","3","6","4","5","3","6","6","5","5","The panda was called a disgrace and kicked out the jade palace. When it was upset regarding it a turtle comes and encourages the panda to continue Kung fu.","No","Yes","Definitely","Probably Not","Possibly","Probably","Definitely","Definitely","Probably","Probably","Probably Not","Probably Not","Definitely","Probably","Probably","Possibly","Probably","Definitely","Probably","Definitely","Probably Not","Probably","Probably Not","Probably","Definitely Not","Definitely","Definitely Not","Definitely","Definitely Not","Definitely","Probably","Probably Not","Probably","Much less than usual","Much more than usual","Much less useful","Same as usual","Much more than usual","Much more than usual","Much less than usual","Much less than usual","Much more than usual","Much more than usual","Much more than usual","Less so than usual"
"2020/11/13 9:45:20 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Very","","2010","9","9","9","9","6","5","8","9","9","This video tells that by thinking what has happened in past and by worrying what will happen in future, we are spoiling our present time which can be utilized properly. We should enjoy the time and stop worrying about future.","Yes","Yes","Probably","Definitely","Possibly","Probably Not","Definitely","Probably","Definitely Not","Definitely","Possibly","Probably","Possibly","Probably","Possibly","Possibly","Possibly","Definitely","Possibly","Definitely","Possibly","Probably","Probably","Possibly","Probably Not","Definitely","Definitely Not","Possibly","Probably Not","Definitely","Probably","Probably","Possibly","Much less than usual","Rather more than usual","Less useful than usual","Same as usual","Rather more than usual","Rather more than usual","Less so than usual","Less so than usual","Rather more than usual","No more than usual","Much more than usual","Much less than usual"
"2020/11/13 10:22:03 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Slightly","19","2032","7","9","7","5","4","6","5","4","6","Give importance to present rather than worrying about what's done and what will be ","Yes","No","Definitely","Definitely","Definitely","Probably Not","Definitely","Probably Not","Definitely","Definitely","Probably Not","Probably Not","Definitely","Possibly","Probably","Probably Not","Probably","Definitely","Probably Not","Probably","Probably","Probably","Probably","Probably","Definitely Not","Probably","Probably Not","Probably","Probably Not","Possibly","Probably Not","Definitely","Probably","Same as usual","No more than usual","Same as usual","More so than usual","Rather more than usual","Not at all","Less so than usual","More so than usual","Rather more than usual","Rather more than usual","No more than usual","About same as usual"
"2020/11/13 10:36:34 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Somewhat","20","2013","6","9","7","6","6","6","5","6","7","Don't worry about what happened yesterday. Don't worry about what will happen tomorrow. Make sure you use today properly.","No","Yes","Probably","Definitely Not","Possibly","Probably","Possibly","Probably","Possibly","Probably Not","Possibly","Definitely Not","Probably Not","Possibly","Probably Not","Probably Not","Possibly","Definitely","Definitely Not","Definitely","Possibly","Possibly","Probably Not","Possibly","Probably Not","Definitely","Probably Not","Possibly","Probably Not","Probably","Probably","Probably Not","Definitely","Same as usual","Rather more than usual","Less useful than usual","Less useful than usual","Much more than usual","Rather more than usual","Less so than usual","Less so than usual","Rather more than usual","Rather more than usual","Rather more than usual","Much less than usual"
"2020/11/13 10:41:56 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Slightly","20","2013","5","8","4","6","5","5","7","7","7","No time to write a summary","Yes","Yes","Possibly","Possibly","Probably Not","Definitely","Possibly","Definitely","Definitely Not","Probably","Definitely Not","Definitely Not","Definitely","Definitely Not","Definitely","Probably","Probably Not","Definitely","Definitely","Definitely","Probably","Definitely","Possibly","Possibly","Probably Not","Definitely","Definitely Not","Definitely","Definitely Not","Definitely","Definitely","Probably Not","Definitely","Same as usual","Not at all","Same as usual","Same as usual","Not at all","Not at all","Same as usual","Same as usual","Not at all","Not at all","Not at all","About same as usual"
"2020/11/13 10:57:09 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Woman","Somewhat","20","2029","4","9","8","6","7","8","7","6","6","This is a scene from Kung fu Panda (2008) - Po finds out that the other masters at the Jade Palace are not too happy about the fact that Master Oogway had chosen him as the Dragon Warrior, so he seeks some solace under the sacred peach tree trying to escape his disappointment.","Yes","No","Definitely","Probably","Probably Not","Definitely Not","Definitely","Probably","Probably","Probably Not","Definitely Not","Definitely Not","Possibly","Definitely","Probably Not","Possibly","Definitely Not","Probably","Probably Not","Possibly","Probably","Probably","Probably Not","Probably","Probably Not","Definitely","Probably Not","Probably","Definitely Not","Definitely","Definitely","Definitely Not","Probably","Less than usual","Rather more than usual","Much less useful","Less useful than usual","Rather more than usual","Much more than usual","Less so than usual","Less so than usual","No more than usual","No more than usual","Rather more than usual","Much less than usual"
"2020/11/13 11:33:15 AM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Slightly","18","2031","2","8","2","3","5","6","7","5","7","The video was about a panda who felt like he didn't deserve to be where he was. He was treated poorly by a tigress who felt that he didn't belong with them. Later, he was confronted by an old tortoise who advised the panda to stop overthinking as ""today"" was a gift.","Yes","Yes","Definitely","Definitely Not","Probably","Definitely","Definitely","Definitely","Probably","Possibly","Definitely Not","Definitely Not","Definitely","Probably","Probably","Probably Not","Probably","Definitely","Definitely Not","Definitely","Definitely","Definitely","Probably Not","Probably","Definitely Not","Definitely","Definitely Not","Definitely","Definitely Not","Definitely","Definitely","Probably","Probably","Same as usual","Not at all","Less useful than usual","Same as usual","No more than usual","Not at all","Same as usual","Same as usual","Not at all","Not at all","Not at all","More so than usual"
"2020/11/13 1:36:28 PM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Slightly","19","2037","8","9","7","7","6","6","6","8","7","Po feels rejected by the current martial arts team and retreats to his coping mechanism, which is eating. Master oogway approaches him and shows Po that he is too worried about the future while being sunk in by his past. Oogway says Po should focus on the present and be grateful for his position.","Yes","Yes","Definitely","Probably Not","Probably Not","Probably Not","Possibly","Definitely","Probably Not","Probably","Definitely Not","Definitely Not","Definitely","Probably","Probably","Probably","Definitely Not","Probably","Possibly","Definitely","Probably Not","Probably","Definitely Not","Probably","Possibly","Definitely","Definitely Not","Possibly","Probably Not","Definitely","Definitely","Definitely Not","Definitely","Much less than usual","No more than usual","Much less useful","Same as usual","Rather more than usual","Rather more than usual","Same as usual","Same as usual","Rather more than usual","Much more than usual","Rather more than usual","About same as usual"
"2020/11/13 4:15:31 PM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Woman","Slightly","20","2015","9","9","9","9","7","9","7","9","9","We see Po get shunned by Tigress. He is upset that The Five hate him and he is embarrassed by how much he sucked today. He begins stress eating because he is upset, buy Oogway advises him to not worry about what was and what will be, but to focus on what he can do now. ","Yes","Yes","Definitely","Probably Not","Probably","Possibly","Definitely","Probably","Probably","Definitely","Probably Not","Probably Not","Definitely Not","Probably Not","Probably","Definitely","Definitely","Definitely","Probably Not","Definitely","Possibly","Definitely","Possibly","Definitely","Probably","Definitely","Definitely Not","Definitely","Definitely Not","Definitely","Definitely","Possibly","Definitely","Less than usual","No more than usual","Less useful than usual","Less so than usual","Rather more than usual","Rather more than usual","Same as usual","Same as usual","Rather more than usual","Not at all","Not at all","Less so than usual"
"2020/11/13 7:33:33 PM GMT+4","I understand the type of data being collected in this study and the reason for its collection. Thus, I hereby give consent to participate in this study.","Man","Not at all","20","2012","1","7","1","2","2","2","1","1","5","Po has been dismissed by Tigress as a person who doesn't belong in there and is not the dragon warrior. In sadness, Po starts eating from the peach tree when oogway confronts him. Po explains his troubles to Oogway who assures him by saying don't worry about the future or the past, what matters is only the present","Yes","No","Probably","Definitely","Possibly","Probably","Possibly","Probably Not","Definitely Not","Definitely","Definitely Not","Probably Not","Definitely","Definitely Not","Probably Not","Definitely","Definitely Not","Definitely Not","Definitely Not","Definitely","Probably","Definitely Not","Definitely","Definitely Not","Probably","Possibly","Definitely Not","Definitely","Probably","Definitely Not","Probably","Definitely","Definitely Not","Better than usual","Not at all","Same as usual","Same as usual","No more than usual","Rather more than usual","More so than usual","More so than usual","Not at all","Rather more than usual","Much more than usual","About same as usual"
